1,202411,FALSE,16,141,13,2
2,202412,FALSE,18,151,12,0
3,202501,FALSE,3,27,12,0
4,202502,FALSE,9,73,10,2
5,202503,FALSE,7,65,10,0
6,202504,FALSE,4,31,10,0
7,202505,FALSE,14,125,10,0
8,202506,FALSE,8,75,8,2
9,202508,FALSE,4,29,10,0
